pID,condition,section,seenRed,seenBlue,e0,e10,e20,e30,e40,e50,e60,e70,e80,e90,e100,age,gender,botCheck,time,chipsOrder,actuallyEstimated
435,all,unlimited,4,1,0.0806,0.0189,0.0429,0.1544,0.1664,0.1115,0.0446,0.1715,0.0069,0.072,0.1304,36,female,1,52.44,22122,0
436,unlimited,unlimited,9,2,0.7869,0.0017,0.0013,0.0026,0.0018,0.0028,0.0007,0.0027,0.1952,0.003,0.0013,49,male,1,381.57,22221222212,1
437,unlimited,unlimited,20,4,0.0484,0.5162,0.2013,0.0499,0.0363,0.0231,0.0357,0.0253,0.0337,0.0151,0.0151,25,female,1,200.65,222121222222221000000000,1
438,all,five,4,1,0.0027,0.0528,0.2314,0.1874,0.2045,0.1913,0.0674,0.0444,0.014,0.0027,0.0014,34,male,1,255.26,22221,1
438,all,prior,0,0,0.0016,0.0021,0.0409,0.1448,0.1685,0.2483,0.28,0.0812,0.0309,0,0.0017,34,male,1,255.26,,1
438,all,unlimited,19,5,0.0057,0.0024,0.1879,0.3074,0.2531,0.1611,0.0383,0.0375,0.0029,0.0005,0.0032,34,male,1,255.26,222211222212222000000000,1
439,five,five,4,1,0,0,0,0,0.0806,0.1827,0.4969,0,0.2399,0,0,26,male,1,211.26,22212,1
440,unlimited,unlimited,8,2,0.0006,0.002,0,0,0.0001,0.988,0,0,0,0,0.0093,50,male,1,177.28,2221222221,1
441,all,five,4,1,0.002,0.0027,0.0652,0.0784,0.1194,0.2929,0.2532,0.131,0.0507,0.0025,0.0019,51,female,1,347.36,22212,1
441,all,prior,0,0,0.0242,0.0501,0.0802,0.1781,0.0594,0.2131,0.0219,0.1109,0.0957,0.1011,0.0654,51,female,1,347.36,,1
441,all,unlimited,15,4,0.0019,0.0019,0.0028,0.005,0.0024,0.0007,0.2357,0.4179,0.3254,0.0024,0.004,51,female,1,347.36,2221222221221220000,1
442,unlimited,unlimited,9,3,0.0406,0.0747,0.1494,0.0682,0.1169,0.0276,0.1445,0.1299,0.0731,0.0325,0.1429,39,female,1,143.07,122221222221,0
443,all,five,4,1,0,0.0578,0,0.0834,0.0343,0.6042,0.0086,0,0.1283,0.0834,0,31,female,1,216.21,22221,1
443,all,prior,0,0,0.1289,0.0487,0.0373,0.0591,0.0139,0.2655,0.1191,0.1009,0.1148,0.0882,0.0235,31,female,1,216.21,,1
443,all,unlimited,9,2,0.0016,0.0238,0.18,0.0492,0.0413,0.4643,0,0.0381,0.0603,0.0841,0.0572,31,female,1,216.21,22221221222,1
444,unlimited,unlimited,9,2,0,0.0465,0.1231,0.1253,0.0377,0,0.592,0,0,0.0049,0.0706,51,male,1,422.42,22122122222,1
445,five,five,4,1,0.0043,0.0043,0.1177,0.0043,0.0043,0.0043,0.0043,0.0043,0.8433,0.0043,0.0043,53,female,1,169.89,22212,1
446,unlimited,unlimited,8,2,0.0082,0.009,0.015,0.0337,0.0408,0.0783,0.1245,0.4271,0.14,0.09,0.0333,35,male,1,195.42,2122222122,1
447,unlimited,unlimited,13,4,0,0,0,0,0,0,0,0.0952,0.8062,0.0986,0,23,male,1,184.63,22221212222222100,1
448,all,five,4,1,0.0028,0.0028,0.0181,0.0747,0.1008,0.1626,0.2291,0.2283,0.1537,0.0242,0.0028,22,female,1,192.31,21222,1
448,all,prior,0,0,0.0161,0.0533,0.0626,0.1111,0.1542,0.2555,0.1531,0.0967,0.0506,0.0351,0.0118,22,female,1,192.31,,1
448,all,unlimited,13,4,0.0013,0.0018,0.0001,0.0161,0.0605,0.1101,0.191,0.3001,0.2302,0.088,0.0008,22,female,1,192.31,21222222122122200,1
449,all,five,4,1,0.0035,0.0094,0.0122,0.0619,0.161,0.1947,0.1835,0.1933,0.1029,0.0721,0.0055,32,female,1,254.45,21222,1
449,all,prior,0,0,0.0161,0.0387,0.0574,0.0994,0.1805,0.0875,0.1321,0.1228,0.1477,0.1025,0.0153,32,female,1,254.45,,1
449,all,unlimited,10,2,0.0234,0.0245,0.0261,0.0299,0.0892,0.1154,0.1269,0.197,0.2112,0.1328,0.0237,32,female,1,254.45,212222122222,1
450,unlimited,unlimited,8,2,0.0019,0.0019,0.0019,0.0019,0.0013,0.0019,0.0019,0.0437,0.8906,0.0373,0.0156,24,female,1,221.52,2122222212,1
451,five,five,4,1,0.0012,0.0008,0.0002,0.0007,0.0025,0.0029,0.1344,0.2979,0.4212,0.1336,0.0046,33,female,1,247.83,21222,1
452,all,five,4,1,0.0042,0.0042,0.0042,0.0042,0.0042,0.09,0.2388,0.351,0.2462,0.0487,0.0042,24,male,1,100.89,22122,1
452,all,prior,0,0,0.1077,0.0889,0.0991,0.1692,0.0171,0.1641,0.0496,0.1504,0.0171,0.0376,0.0991,24,male,1,100.89,,0
452,all,unlimited,11,2,0.0798,0.142,0.1284,0.0837,0.0117,0.0292,0.1012,0.1946,0.0914,0.1226,0.0156,24,male,1,100.89,2212222221222,0
